codigo_producto,fecha,cantidad_vendida,promo,feria,lluvia
SUPERHION-5L,2016-01-01,792,0,0,1
SUPERHION-5L,2016-02-01,583,0,0,0
SUPERHION-5L,2016-03-01,682,0,1,0
SUPERHION-5L,2016-04-01,645,0,1,0
SUPERHION-5L,2016-05-01,608,0,0,0
SUPERHION-5L,2016-06-01,550,0,0,0
SUPERHION-5L,2016-07-01,589,0,0,0
SUPERHION-5L,2016-08-01,668,0,1,0
SUPERHION-5L,2016-09-01,657,1,0,0
SUPERHION-5L,2016-10-01,848,1,0,1
SUPERHION-5L,2016-11-01,786,0,0,1
SUPERHION-5L,2016-12-01,856,0,1,1
SUPERHION-5L,2017-01-01,913,1,0,1
SUPERHION-5L,2017-02-01,565,0,0,0
SUPERHION-5L,2017-03-01,621,0,0,0
SUPERHION-5L,2017-04-01,641,0,1,0
SUPERHION-5L,2017-05-01,705,1,0,0
SUPERHION-5L,2017-06-01,707,1,0,0
SUPERHION-5L,2017-07-01,681,1,0,0
SUPERHION-5L,2017-08-01,756,1,0,0
SUPERHION-5L,2017-09-01,555,0,0,0
SUPERHION-5L,2017-10-01,833,0,0,1
SUPERHION-5L,2017-11-01,786,0,0,1
SUPERHION-5L,2017-12-01,825,0,0,1
SUPERHION-5L,2018-01-01,775,0,0,1
SUPERHION-5L,2018-02-01,574,0,0,0
SUPERHION-5L,2018-03-01,565,0,0,0
SUPERHION-5L,2018-04-01,609,0,0,0
SUPERHION-5L,2018-05-01,517,0,0,0
SUPERHION-5L,2018-06-01,541,0,0,0
SUPERHION-5L,2018-07-01,566,0,0,0
SUPERHION-5L,2018-08-01,595,0,0,0
SUPERHION-5L,2018-09-01,602,0,0,0
SUPERHION-5L,2018-10-01,841,0,0,1
SUPERHION-5L,2018-11-01,824,0,0,1
SUPERHION-5L,2018-12-01,838,1,0,1
SUPERHION-5L,2019-01-01,853,0,0,1
SUPERHION-5L,2019-02-01,576,0,0,0
SUPERHION-5L,2019-03-01,616,0,0,0
SUPERHION-5L,2019-04-01,588,0,0,0
SUPERHION-5L,2019-05-01,622,0,0,0
SUPERHION-5L,2019-06-01,720,1,0,0
SUPERHION-5L,2019-07-01,645,0,0,0
SUPERHION-5L,2019-08-01,728,1,0,0
SUPERHION-5L,2019-09-01,603,0,0,0
SUPERHION-5L,2019-10-01,805,0,0,1
SUPERHION-5L,2019-11-01,954,1,0,1
SUPERHION-5L,2019-12-01,900,0,0,1
SUPERHION-5L,2020-01-01,837,0,0,1
SUPERHION-5L,2020-02-01,596,0,0,0
SUPERHION-5L,2020-03-01,697,1,0,0
SUPERHION-5L,2020-04-01,598,0,0,0
SUPERHION-5L,2020-05-01,730,1,0,0
SUPERHION-5L,2020-06-01,616,0,0,0
SUPERHION-5L,2020-07-01,598,0,0,0
SUPERHION-5L,2020-08-01,591,0,0,0
SUPERHION-5L,2020-09-01,715,1,0,0
SUPERHION-5L,2020-10-01,872,0,0,1
SUPERHION-5L,2020-11-01,883,0,0,1
SUPERHION-5L,2020-12-01,833,0,0,1
SUPERHION-5L,2021-01-01,956,1,0,1
SUPERHION-5L,2021-02-01,614,0,0,0
SUPERHION-5L,2021-03-01,630,0,0,0
SUPERHION-5L,2021-04-01,599,0,0,0
SUPERHION-5L,2021-05-01,648,0,0,0
SUPERHION-5L,2021-06-01,594,0,0,0
SUPERHION-5L,2021-07-01,623,0,0,0
SUPERHION-5L,2021-08-01,654,0,0,0
SUPERHION-5L,2021-09-01,682,0,0,0
SUPERHION-5L,2021-10-01,826,0,0,1
SUPERHION-5L,2021-11-01,1091,1,1,1
SUPERHION-5L,2021-12-01,943,1,0,1
SUPERHION-5L,2022-01-01,878,0,0,1
SUPERHION-5L,2022-02-01,638,0,0,0
SUPERHION-5L,2022-03-01,674,0,0,0
SUPERHION-5L,2022-04-01,729,1,0,0
SUPERHION-5L,2022-05-01,595,0,0,0
SUPERHION-5L,2022-06-01,740,1,0,0
SUPERHION-5L,2022-07-01,634,0,0,0
SUPERHION-5L,2022-08-01,564,0,0,0
SUPERHION-5L,2022-09-01,700,0,1,0
SUPERHION-5L,2022-10-01,877,0,0,1
SUPERHION-5L,2022-11-01,878,0,0,1
SUPERHION-5L,2022-12-01,858,0,0,1
SUPERHION-5L,2023-01-01,883,0,0,1
SUPERHION-5L,2023-02-01,745,1,0,0
SUPERHION-5L,2023-03-01,701,0,0,0
SUPERHION-5L,2023-04-01,636,0,0,0
SUPERHION-5L,2023-05-01,662,0,0,0
SUPERHION-5L,2023-06-01,657,0,0,0
SUPERHION-5L,2023-07-01,674,0,0,0
SUPERHION-5L,2023-08-01,678,0,0,0
SUPERHION-5L,2023-09-01,615,0,0,0
SUPERHION-5L,2023-10-01,971,1,0,1
SUPERHION-5L,2023-11-01,908,0,0,1
SUPERHION-5L,2023-12-01,1045,1,0,1
SUPERHION-5L,2024-01-01,858,0,0,1
SUPERHION-5L,2024-02-01,906,1,1,0
SUPERHION-5L,2024-03-01,588,0,0,0
SUPERHION-5L,2024-04-01,698,0,0,0
SUPERHION-5L,2024-05-01,709,1,0,0
SUPERHION-5L,2024-06-01,659,0,0,0
SUPERHION-5L,2024-07-01,749,1,0,0
SUPERHION-5L,2024-08-01,742,0,1,0
SUPERHION-5L,2024-09-01,648,0,0,0
SUPERHION-5L,2024-10-01,920,0,0,1
SUPERHION-5L,2024-11-01,1076,1,1,1
SUPERHION-5L,2024-12-01,831,0,0,1
SUPERHION-5L,2025-01-01,1068,1,0,1
SUPERHION-5L,2025-02-01,675,0,0,0
SUPERHION-5L,2025-03-01,777,0,1,0
SUPERHION-5L,2025-04-01,722,0,0,0
SUPERHION-5L,2025-05-01,607,0,0,0
SUPERHION-5L,2025-06-01,708,0,0,0
SUPERHION-5L,2025-07-01,642,0,0,0
SUPERHION-5L,2025-08-01,690,0,0,0
SUPERHION-5L,2025-09-01,639,0,0,0
SUPERHION-5L,2025-10-01,1085,1,1,1
SUPERHION-5L,2025-11-01,944,1,0,1
SUPERHION-5L,2025-12-01,889,0,0,1
IMPACTO-25,2008-01-01,940,1,1,0
IMPACTO-25,2008-02-01,721,0,0,0
IMPACTO-25,2008-03-01,947,1,0,0
IMPACTO-25,2008-04-01,1101,0,0,1
IMPACTO-25,2008-05-01,1087,0,0,1
IMPACTO-25,2008-06-01,943,1,0,0
IMPACTO-25,2008-07-01,779,0,1,0
IMPACTO-25,2008-08-01,748,0,0,0
IMPACTO-25,2008-09-01,1241,1,0,1
IMPACTO-25,2008-10-01,863,0,0,0
IMPACTO-25,2008-11-01,712,0,0,0
IMPACTO-25,2008-12-01,710,0,0,0
IMPACTO-25,2009-01-01,977,1,1,0
IMPACTO-25,2009-02-01,840,0,0,0
IMPACTO-25,2009-03-01,804,0,0,0
IMPACTO-25,2009-04-01,1152,0,0,1
IMPACTO-25,2009-05-01,1144,0,0,1
IMPACTO-25,2009-06-01,797,0,0,0
IMPACTO-25,2009-07-01,909,1,0,0
IMPACTO-25,2009-08-01,785,0,0,0
IMPACTO-25,2009-09-01,1185,0,0,1
IMPACTO-25,2009-10-01,812,0,0,0
IMPACTO-25,2009-11-01,822,0,0,0
IMPACTO-25,2009-12-01,710,0,0,0
IMPACTO-25,2010-01-01,784,0,0,0
IMPACTO-25,2010-02-01,692,0,0,0
IMPACTO-25,2010-03-01,909,1,0,0
IMPACTO-25,2010-04-01,1054,0,0,1
IMPACTO-25,2010-05-01,1209,1,0,1
IMPACTO-25,2010-06-01,745,0,0,0
IMPACTO-25,2010-07-01,937,1,1,0
IMPACTO-25,2010-08-01,882,1,0,0
IMPACTO-25,2010-09-01,1293,1,0,1
IMPACTO-25,2010-10-01,715,0,0,0
IMPACTO-25,2010-11-01,853,1,0,0
IMPACTO-25,2010-12-01,673,0,0,0
IMPACTO-25,2011-01-01,831,0,1,0
IMPACTO-25,2011-02-01,865,0,0,0
IMPACTO-25,2011-03-01,790,0,0,0
IMPACTO-25,2011-04-01,1182,0,0,1
IMPACTO-25,2011-05-01,1191,0,0,1
IMPACTO-25,2011-06-01,989,1,1,0
IMPACTO-25,2011-07-01,843,0,0,0
IMPACTO-25,2011-08-01,787,0,0,0
IMPACTO-25,2011-09-01,1242,1,0,1
IMPACTO-25,2011-10-01,822,0,0,0
IMPACTO-25,2011-11-01,811,0,0,0
IMPACTO-25,2011-12-01,782,0,0,0
IMPACTO-25,2012-01-01,799,0,0,0
IMPACTO-25,2012-02-01,942,1,0,0
IMPACTO-25,2012-03-01,742,0,0,0
IMPACTO-25,2012-04-01,1137,0,0,1
IMPACTO-25,2012-05-01,1369,1,0,1
IMPACTO-25,2012-06-01,794,0,0,0
IMPACTO-25,2012-07-01,815,0,0,0
IMPACTO-25,2012-08-01,777,0,0,0
IMPACTO-25,2012-09-01,1144,0,0,1
IMPACTO-25,2012-10-01,813,0,0,0
IMPACTO-25,2012-11-01,916,0,0,0
IMPACTO-25,2012-12-01,839,0,0,0
IMPACTO-25,2013-01-01,839,0,0,0
IMPACTO-25,2013-02-01,900,0,0,0
IMPACTO-25,2013-03-01,895,0,0,0
IMPACTO-25,2013-04-01,1373,1,0,1
IMPACTO-25,2013-05-01,1109,0,0,1
IMPACTO-25,2013-06-01,968,1,1,0
IMPACTO-25,2013-07-01,1033,1,0,0
IMPACTO-25,2013-08-01,798,0,0,0
IMPACTO-25,2013-09-01,1109,0,0,1
IMPACTO-25,2013-10-01,877,0,0,0
IMPACTO-25,2013-11-01,819,0,1,0
IMPACTO-25,2013-12-01,890,0,0,0
IMPACTO-25,2014-01-01,842,0,0,0
IMPACTO-25,2014-02-01,1040,1,0,0
IMPACTO-25,2014-03-01,811,0,0,0
IMPACTO-25,2014-04-01,1277,1,0,1
IMPACTO-25,2014-05-01,1331,0,1,1
IMPACTO-25,2014-06-01,935,1,0,0
IMPACTO-25,2014-07-01,988,1,0,0
IMPACTO-25,2014-08-01,830,0,0,0
IMPACTO-25,2014-09-01,1230,1,0,1
IMPACTO-25,2014-10-01,908,0,0,0
IMPACTO-25,2014-11-01,903,0,1,0
IMPACTO-25,2014-12-01,971,1,0,0
IMPACTO-25,2015-01-01,861,0,0,0
IMPACTO-25,2015-02-01,751,0,0,0
IMPACTO-25,2015-03-01,846,0,0,0
IMPACTO-25,2015-04-01,1198,0,0,1
IMPACTO-25,2015-05-01,1313,1,0,1
IMPACTO-25,2015-06-01,847,0,0,0
IMPACTO-25,2015-07-01,819,0,0,0
IMPACTO-25,2015-08-01,885,0,0,0
IMPACTO-25,2015-09-01,1226,1,0,1
IMPACTO-25,2015-10-01,874,0,0,0
IMPACTO-25,2015-11-01,801,0,0,0
IMPACTO-25,2015-12-01,969,0,1,0
IMPACTO-25,2016-01-01,968,0,0,0
IMPACTO-25,2016-02-01,863,0,0,0
IMPACTO-25,2016-03-01,1046,1,0,0
IMPACTO-25,2016-04-01,1257,0,0,1
IMPACTO-25,2016-05-01,1185,0,0,1
IMPACTO-25,2016-06-01,986,1,0,0
IMPACTO-25,2016-07-01,818,0,0,0
IMPACTO-25,2016-08-01,867,0,0,0
IMPACTO-25,2016-09-01,1199,0,0,1
IMPACTO-25,2016-10-01,895,0,0,0
IMPACTO-25,2016-11-01,1076,0,1,0
IMPACTO-25,2016-12-01,839,0,0,0
IMPACTO-25,2017-01-01,955,0,0,0
IMPACTO-25,2017-02-01,918,0,0,0
IMPACTO-25,2017-03-01,863,0,0,0
IMPACTO-25,2017-04-01,1213,0,0,1
IMPACTO-25,2017-05-01,1203,0,0,1
IMPACTO-25,2017-06-01,817,0,0,0
IMPACTO-25,2017-07-01,811,0,1,0
IMPACTO-25,2017-08-01,808,0,0,0
IMPACTO-25,2017-09-01,1204,0,0,1
IMPACTO-25,2017-10-01,1012,1,0,0
IMPACTO-25,2017-11-01,975,0,0,0
IMPACTO-25,2017-12-01,897,0,0,0
IMPACTO-25,2018-01-01,943,0,0,0
IMPACTO-25,2018-02-01,945,1,0,0
IMPACTO-25,2018-03-01,947,0,0,0
IMPACTO-25,2018-04-01,1323,1,0,1
IMPACTO-25,2018-05-01,1228,0,0,1
IMPACTO-25,2018-06-01,934,0,0,0
IMPACTO-25,2018-07-01,823,0,0,0
IMPACTO-25,2018-08-01,883,0,0,0
IMPACTO-25,2018-09-01,1236,0,0,1
IMPACTO-25,2018-10-01,1175,1,0,0
IMPACTO-25,2018-11-01,1090,1,0,0
IMPACTO-25,2018-12-01,912,0,0,0
IMPACTO-25,2019-01-01,969,0,0,0
IMPACTO-25,2019-02-01,868,0,0,0
IMPACTO-25,2019-03-01,896,0,0,0
IMPACTO-25,2019-04-01,1427,1,0,1
IMPACTO-25,2019-05-01,1330,0,0,1
IMPACTO-25,2019-06-01,987,0,0,0
IMPACTO-25,2019-07-01,871,0,0,0
IMPACTO-25,2019-08-01,1017,1,0,0
IMPACTO-25,2019-09-01,1270,0,0,1
IMPACTO-25,2019-10-01,1019,0,0,0
IMPACTO-25,2019-11-01,885,0,0,0
IMPACTO-25,2019-12-01,962,0,0,0
IMPACTO-25,2020-01-01,856,0,0,0
IMPACTO-25,2020-02-01,968,0,0,0
IMPACTO-25,2020-03-01,1095,1,0,0
IMPACTO-25,2020-04-01,1313,0,0,1
IMPACTO-25,2020-05-01,1279,0,0,1
IMPACTO-25,2020-06-01,794,0,0,0
IMPACTO-25,2020-07-01,933,0,0,0
IMPACTO-25,2020-08-01,878,0,0,0
IMPACTO-25,2020-09-01,1204,0,0,1
IMPACTO-25,2020-10-01,937,0,0,0
IMPACTO-25,2020-11-01,960,0,0,0
IMPACTO-25,2020-12-01,953,0,0,0
IMPACTO-25,2021-01-01,980,0,0,0
IMPACTO-25,2021-02-01,916,0,0,0
IMPACTO-25,2021-03-01,947,0,0,0
IMPACTO-25,2021-04-01,1321,0,0,1
IMPACTO-25,2021-05-01,1327,0,0,1
IMPACTO-25,2021-06-01,902,0,0,0
IMPACTO-25,2021-07-01,1042,1,0,0
IMPACTO-25,2021-08-01,1015,0,0,0
IMPACTO-25,2021-09-01,1253,0,0,1
IMPACTO-25,2021-10-01,1048,1,0,0
IMPACTO-25,2021-11-01,921,0,0,0
IMPACTO-25,2021-12-01,941,0,0,0
IMPACTO-25,2022-01-01,913,0,0,0
IMPACTO-25,2022-02-01,1109,1,0,0
IMPACTO-25,2022-03-01,1012,0,0,0
IMPACTO-25,2022-04-01,1266,0,0,1
IMPACTO-25,2022-05-01,1393,1,0,1
IMPACTO-25,2022-06-01,1051,0,0,0
IMPACTO-25,2022-07-01,903,0,0,0
IMPACTO-25,2022-08-01,934,0,0,0
IMPACTO-25,2022-09-01,1325,0,0,1
IMPACTO-25,2022-10-01,913,0,0,0
IMPACTO-25,2022-11-01,1124,1,1,0
IMPACTO-25,2022-12-01,931,0,0,0
IMPACTO-25,2023-01-01,978,0,0,0
IMPACTO-25,2023-02-01,913,0,0,0
IMPACTO-25,2023-03-01,1020,1,0,0
IMPACTO-25,2023-04-01,1527,1,1,1
IMPACTO-25,2023-05-01,1204,0,0,1
IMPACTO-25,2023-06-01,896,0,0,0
IMPACTO-25,2023-07-01,970,0,0,0
IMPACTO-25,2023-08-01,971,0,0,0
IMPACTO-25,2023-09-01,1472,1,0,1
IMPACTO-25,2023-10-01,907,0,0,0
IMPACTO-25,2023-11-01,968,0,0,0
IMPACTO-25,2023-12-01,1021,0,1,0
IMPACTO-25,2024-01-01,1155,1,0,0
IMPACTO-25,2024-02-01,1209,1,0,0
IMPACTO-25,2024-03-01,947,0,0,0
IMPACTO-25,2024-04-01,1351,0,0,1
IMPACTO-25,2024-05-01,1532,0,1,1
IMPACTO-25,2024-06-01,991,0,0,0
IMPACTO-25,2024-07-01,964,0,0,0
IMPACTO-25,2024-08-01,969,0,0,0
IMPACTO-25,2024-09-01,1296,0,0,1
IMPACTO-25,2024-10-01,1032,0,1,0
IMPACTO-25,2024-11-01,1037,0,0,0
IMPACTO-25,2024-12-01,1163,1,0,0
IMPACTO-25,2025-01-01,1175,1,0,0
IMPACTO-25,2025-02-01,976,0,0,0
IMPACTO-25,2025-03-01,997,0,0,0
IMPACTO-25,2025-04-01,1374,0,0,1
IMPACTO-25,2025-05-01,1377,0,0,1
IMPACTO-25,2025-06-01,1028,0,0,0
IMPACTO-25,2025-07-01,1015,0,0,0
IMPACTO-25,2025-08-01,1061,1,0,0
IMPACTO-25,2025-09-01,1330,0,0,1
IMPACTO-25,2025-10-01,977,0,0,0
IMPACTO-25,2025-11-01,985,0,0,0
IMPACTO-25,2025-12-01,1086,0,0,0
IMPACTO-100,2008-01-01,562,0,0,0
IMPACTO-100,2008-02-01,613,0,1,0
IMPACTO-100,2008-03-01,497,0,0,0
IMPACTO-100,2008-04-01,728,0,0,1
IMPACTO-100,2008-05-01,774,0,0,1
IMPACTO-100,2008-06-01,495,0,0,0
IMPACTO-100,2008-07-01,578,1,0,0
IMPACTO-100,2008-08-01,508,0,0,0
IMPACTO-100,2008-09-01,689,0,0,1
IMPACTO-100,2008-10-01,745,1,1,0
IMPACTO-100,2008-11-01,509,0,0,0
IMPACTO-100,2008-12-01,514,0,0,0
IMPACTO-100,2009-01-01,547,0,0,0
IMPACTO-100,2009-02-01,572,0,1,0
IMPACTO-100,2009-03-01,516,0,0,0
IMPACTO-100,2009-04-01,814,0,0,1
IMPACTO-100,2009-05-01,780,0,0,1
IMPACTO-100,2009-06-01,485,0,0,0
IMPACTO-100,2009-07-01,613,0,1,0
IMPACTO-100,2009-08-01,511,0,0,0
IMPACTO-100,2009-09-01,972,1,1,1
IMPACTO-100,2009-10-01,495,0,0,0
IMPACTO-100,2009-11-01,457,0,0,0
IMPACTO-100,2009-12-01,473,0,0,0
IMPACTO-100,2010-01-01,651,1,0,0
IMPACTO-100,2010-02-01,544,0,0,0
IMPACTO-100,2010-03-01,557,0,0,0
IMPACTO-100,2010-04-01,822,0,0,1
IMPACTO-100,2010-05-01,778,0,0,1
IMPACTO-100,2010-06-01,547,0,0,0
IMPACTO-100,2010-07-01,494,0,0,0
IMPACTO-100,2010-08-01,711,1,0,0
IMPACTO-100,2010-09-01,791,0,0,1
IMPACTO-100,2010-10-01,576,0,0,0
IMPACTO-100,2010-11-01,512,0,0,0
IMPACTO-100,2010-12-01,615,0,1,0
IMPACTO-100,2011-01-01,556,0,0,0
IMPACTO-100,2011-02-01,645,1,0,0
IMPACTO-100,2011-03-01,812,1,1,0
IMPACTO-100,2011-04-01,930,1,0,1
IMPACTO-100,2011-05-01,829,0,0,1
IMPACTO-100,2011-06-01,596,0,0,0
IMPACTO-100,2011-07-01,573,0,0,0
IMPACTO-100,2011-08-01,520,0,0,0
IMPACTO-100,2011-09-01,847,0,1,1
IMPACTO-100,2011-10-01,614,0,0,0
IMPACTO-100,2011-11-01,556,0,0,0
IMPACTO-100,2011-12-01,742,1,0,0
IMPACTO-100,2012-01-01,511,0,0,0
IMPACTO-100,2012-02-01,557,0,0,0
IMPACTO-100,2012-03-01,627,0,1,0
IMPACTO-100,2012-04-01,805,0,0,1
IMPACTO-100,2012-05-01,898,1,0,1
IMPACTO-100,2012-06-01,526,0,0,0
IMPACTO-100,2012-07-01,703,1,0,0
IMPACTO-100,2012-08-01,591,0,0,0
IMPACTO-100,2012-09-01,805,0,0,1
IMPACTO-100,2012-10-01,552,0,0,0
IMPACTO-100,2012-11-01,653,1,0,0
IMPACTO-100,2012-12-01,510,0,0,0
IMPACTO-100,2013-01-01,700,1,0,0
IMPACTO-100,2013-02-01,568,0,0,0
IMPACTO-100,2013-03-01,667,0,1,0
IMPACTO-100,2013-04-01,735,0,0,1
IMPACTO-100,2013-05-01,788,0,0,1
IMPACTO-100,2013-06-01,706,0,1,0
IMPACTO-100,2013-07-01,544,0,0,0
IMPACTO-100,2013-08-01,521,0,0,0
IMPACTO-100,2013-09-01,943,1,0,1
IMPACTO-100,2013-10-01,593,0,0,0
IMPACTO-100,2013-11-01,691,0,1,0
IMPACTO-100,2013-12-01,527,0,0,0
IMPACTO-100,2014-01-01,538,0,0,0
IMPACTO-100,2014-02-01,544,0,0,0
IMPACTO-100,2014-03-01,524,0,0,0
IMPACTO-100,2014-04-01,913,1,0,1
IMPACTO-100,2014-05-01,803,0,1,1
IMPACTO-100,2014-06-01,589,0,0,0
IMPACTO-100,2014-07-01,692,1,0,0
IMPACTO-100,2014-08-01,739,1,0,0
IMPACTO-100,2014-09-01,802,0,0,1
IMPACTO-100,2014-10-01,533,0,0,0
IMPACTO-100,2014-11-01,561,0,0,0
IMPACTO-100,2014-12-01,605,0,0,0
IMPACTO-100,2015-01-01,600,0,0,0
IMPACTO-100,2015-02-01,586,0,0,0
IMPACTO-100,2015-03-01,830,1,1,0
IMPACTO-100,2015-04-01,856,0,0,1
IMPACTO-100,2015-05-01,723,0,0,1
IMPACTO-100,2015-06-01,561,0,0,0
IMPACTO-100,2015-07-01,570,0,0,0
IMPACTO-100,2015-08-01,574,0,0,0
IMPACTO-100,2015-09-01,787,0,0,1
IMPACTO-100,2015-10-01,554,0,0,0
IMPACTO-100,2015-11-01,578,0,0,0
IMPACTO-100,2015-12-01,543,0,0,0
IMPACTO-100,2016-01-01,761,1,1,0
IMPACTO-100,2016-02-01,555,0,0,0
IMPACTO-100,2016-03-01,583,0,0,0
IMPACTO-100,2016-04-01,777,0,0,1
IMPACTO-100,2016-05-01,859,0,0,1
IMPACTO-100,2016-06-01,603,0,0,0
IMPACTO-100,2016-07-01,598,0,0,0
IMPACTO-100,2016-08-01,592,0,0,0
IMPACTO-100,2016-09-01,888,0,0,1
IMPACTO-100,2016-10-01,715,1,0,0
IMPACTO-100,2016-11-01,609,0,0,0
IMPACTO-100,2016-12-01,534,0,0,0
IMPACTO-100,2017-01-01,621,0,0,0
IMPACTO-100,2017-02-01,635,0,0,0
IMPACTO-100,2017-03-01,542,0,0,0
IMPACTO-100,2017-04-01,944,1,0,1
IMPACTO-100,2017-05-01,880,0,0,1
IMPACTO-100,2017-06-01,629,0,0,0
IMPACTO-100,2017-07-01,562,0,0,0
IMPACTO-100,2017-08-01,598,0,0,0
IMPACTO-100,2017-09-01,922,1,0,1
IMPACTO-100,2017-10-01,698,1,0,0
IMPACTO-100,2017-11-01,575,0,0,0
IMPACTO-100,2017-12-01,654,0,0,0
IMPACTO-100,2018-01-01,602,0,0,0
IMPACTO-100,2018-02-01,659,0,0,0
IMPACTO-100,2018-03-01,618,0,0,0
IMPACTO-100,2018-04-01,1084,1,1,1
IMPACTO-100,2018-05-01,804,0,0,1
IMPACTO-100,2018-06-01,565,0,0,0
IMPACTO-100,2018-07-01,576,0,0,0
IMPACTO-100,2018-08-01,608,0,0,0
IMPACTO-100,2018-09-01,908,1,0,1
IMPACTO-100,2018-10-01,622,0,0,0
IMPACTO-100,2018-11-01,589,0,0,0
IMPACTO-100,2018-12-01,615,0,0,0
IMPACTO-100,2019-01-01,599,0,0,0
IMPACTO-100,2019-02-01,700,0,0,0
IMPACTO-100,2019-03-01,684,0,0,0
IMPACTO-100,2019-04-01,850,0,0,1
IMPACTO-100,2019-05-01,954,1,0,1
IMPACTO-100,2019-06-01,709,1,0,0
IMPACTO-100,2019-07-01,724,1,0,0
IMPACTO-100,2019-08-01,613,0,0,0
IMPACTO-100,2019-09-01,947,1,0,1
IMPACTO-100,2019-10-01,730,1,0,0
IMPACTO-100,2019-11-01,619,0,0,0
IMPACTO-100,2019-12-01,665,0,0,0
IMPACTO-100,2020-01-01,630,0,0,0
IMPACTO-100,2020-02-01,631,0,0,0
IMPACTO-100,2020-03-01,639,0,0,0
IMPACTO-100,2020-04-01,925,0,0,1
IMPACTO-100,2020-05-01,857,0,0,1
IMPACTO-100,2020-06-01,659,0,0,0
IMPACTO-100,2020-07-01,693,0,0,0
IMPACTO-100,2020-08-01,824,1,0,0
IMPACTO-100,2020-09-01,930,0,0,1
IMPACTO-100,2020-10-01,865,1,1,0
IMPACTO-100,2020-11-01,701,0,0,0
IMPACTO-100,2020-12-01,631,0,0,0
IMPACTO-100,2021-01-01,644,0,0,0
IMPACTO-100,2021-02-01,753,0,0,0
IMPACTO-100,2021-03-01,642,0,0,0
IMPACTO-100,2021-04-01,977,1,0,1
IMPACTO-100,2021-05-01,881,0,0,1
IMPACTO-100,2021-06-01,638,0,0,0
IMPACTO-100,2021-07-01,667,0,0,0
IMPACTO-100,2021-08-01,688,0,0,0
IMPACTO-100,2021-09-01,988,1,0,1
IMPACTO-100,2021-10-01,756,1,0,0
IMPACTO-100,2021-11-01,745,1,0,0
IMPACTO-100,2021-12-01,702,0,0,0
IMPACTO-100,2022-01-01,652,0,0,0
IMPACTO-100,2022-02-01,658,0,0,0
IMPACTO-100,2022-03-01,775,1,0,0
IMPACTO-100,2022-04-01,900,0,0,1
IMPACTO-100,2022-05-01,1022,1,0,1
IMPACTO-100,2022-06-01,623,0,0,0
IMPACTO-100,2022-07-01,774,0,1,0
IMPACTO-100,2022-08-01,792,0,1,0
IMPACTO-100,2022-09-01,885,0,0,1
IMPACTO-100,2022-10-01,683,0,0,0
IMPACTO-100,2022-11-01,658,0,0,0
IMPACTO-100,2022-12-01,650,0,0,0
IMPACTO-100,2023-01-01,610,0,0,0
IMPACTO-100,2023-02-01,702,0,0,0
IMPACTO-100,2023-03-01,709,0,1,0
IMPACTO-100,2023-04-01,950,0,0,1
IMPACTO-100,2023-05-01,966,0,0,1
IMPACTO-100,2023-06-01,652,0,0,0
IMPACTO-100,2023-07-01,803,1,0,0
IMPACTO-100,2023-08-01,672,0,0,0
IMPACTO-100,2023-09-01,1023,0,1,1
IMPACTO-100,2023-10-01,700,0,0,0
IMPACTO-100,2023-11-01,689,0,0,0
IMPACTO-100,2023-12-01,711,0,0,0
IMPACTO-100,2024-01-01,753,1,0,0
IMPACTO-100,2024-02-01,685,0,0,0
IMPACTO-100,2024-03-01,680,0,0,0
IMPACTO-100,2024-04-01,868,0,0,1
IMPACTO-100,2024-05-01,1067,1,0,1
IMPACTO-100,2024-06-01,788,0,1,0
IMPACTO-100,2024-07-01,715,0,0,0
IMPACTO-100,2024-08-01,697,0,0,0
IMPACTO-100,2024-09-01,1055,1,0,1
IMPACTO-100,2024-10-01,793,1,0,0
IMPACTO-100,2024-11-01,729,0,0,0
IMPACTO-100,2024-12-01,673,0,0,0
IMPACTO-100,2025-01-01,682,0,1,0
IMPACTO-100,2025-02-01,713,0,0,0
IMPACTO-100,2025-03-01,808,1,0,0
IMPACTO-100,2025-04-01,933,0,0,1
IMPACTO-100,2025-05-01,944,0,0,1
IMPACTO-100,2025-06-01,795,1,1,0
IMPACTO-100,2025-07-01,716,0,0,0
IMPACTO-100,2025-08-01,767,0,0,0
IMPACTO-100,2025-09-01,910,0,0,1
IMPACTO-100,2025-10-01,702,0,0,0
IMPACTO-100,2025-11-01,704,0,0,0
IMPACTO-100,2025-12-01,749,0,0,0
DOXIFIN,2008-01-01,410,0,0,0
DOXIFIN,2008-02-01,759,0,1,1
DOXIFIN,2008-03-01,620,0,0,1
DOXIFIN,2008-04-01,600,0,0,1
DOXIFIN,2008-05-01,401,0,0,0
DOXIFIN,2008-06-01,383,0,0,0
DOXIFIN,2008-07-01,529,0,1,0
DOXIFIN,2008-08-01,423,0,0,0
DOXIFIN,2008-09-01,500,1,0,0
DOXIFIN,2008-10-01,441,0,0,0
DOXIFIN,2008-11-01,456,0,0,0
DOXIFIN,2008-12-01,439,0,0,0
DOXIFIN,2009-01-01,416,0,0,0
DOXIFIN,2009-02-01,647,0,1,1
DOXIFIN,2009-03-01,633,1,0,1
DOXIFIN,2009-04-01,702,1,0,1
DOXIFIN,2009-05-01,550,1,0,0
DOXIFIN,2009-06-01,373,0,0,0
DOXIFIN,2009-07-01,461,0,0,0
DOXIFIN,2009-08-01,454,0,0,0
DOXIFIN,2009-09-01,544,0,1,0
DOXIFIN,2009-10-01,446,0,0,0
